0.312243	0.58034	1	3	0.312243	0.58034	0.6	0.6	5.19994	0	0.287757	0.0196602	6.18993	0.14112
0.697858	0.653687	-2.4778	-3.42732	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	0.233552	0.0403981	4.81047	0.50505
0.995301	0.599045	-2.74078	-3.32905	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	0.203829	0.0329919	4.18587	0.508781
1.22301	0.529864	-4.13441	-2.63916	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	0.193178	0.045478	3.70968	1.08371
1.49	0.642351	-4.31291	-2.73402	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	0.185334	0.0446191	3.36397	1.22957
1.79674	0.588299	-5.11826	-3.11043	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	0.174342	0.0411402	3.07105	1.12374
2.08832	0.61174	-5.16242	-3.11485	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	0.163648	0.0381982	2.84327	1.04107
2.31481	0.640031	-5.14151	-3.07635	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	0.157494	0.0376705	2.65974	0.979033
2.5897	0.658499	-5.16835	-3.08214	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	0.151462	0.03914	2.50765	0.926575
2.86155	0.654538	-5.24067	-3.10186	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	0.145764	0.039409	2.37901	0.87995
3.10035	0.659528	-5.20861	-3.10276	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	0.142109	0.0396768	2.2683	0.839581
3.38894	0.584076	-5.27559	-3.18191	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	0.137522	0.0395889	2.17186	0.809492
3.69962	0.507673	-5.36283	-3.25328	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	0.132222	0.0508084	2.08702	0.804167
3.98033	0.548053	-5.45216	-3.20367	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	0.127416	0.05439	2.01227	0.786395
4.26096	0.542368	-5.46357	-3.20178	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	0.12326	0.0589019	1.9453	0.771334
4.51828	0.574417	-5.32628	-3.16985	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	0.119482	0.0605267	1.88388	0.752387
4.70402	0.674059	-5.15436	-3.08288	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	0.116556	0.058745	1.82764	0.730067
4.9559	0.675262	-5.02599	-3.08825	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649	0.114073	0.0570999	1.77652	0.709499
5.25935	0.671238	-5.12052	-3.09934	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	0.111067	0.0558268	1.72918	0.690871
5.52071	0.679655	-5.26619	-3.09734	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	0.108275	0.0548429	1.68554	0.673787
5.8224	0.69323	-5.33543	-3.09456	6.022	0.708619	5.78828	0.728072	5.15932	0.372999	0.105928	0.0540585	1.64533	0.658089
6.06287	0.62665	-5.12734	-3.14402	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	0.103554	0.0587788	1.60752	0.649229
6.31764	0.733631	-5.12278	-3.07499	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233	0.101319	0.0579607	1.5722	0.635353
6.56763	0.76765	-5.07375	-3.05994	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	0.0991944	0.056967	1.53919	0.622161
6.81482	0.764558	-5.06379	-3.06912	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999	0.0971925	0.0568298	1.50819	0.610465
7.05592	0.751867	-4.88176	-3.08291	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	0.0953761	0.0586785	1.47974	0.60125
7.26976	0.831533	-4.8341	-3.04152	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123	0.0943301	0.0581965	1.45329	0.590584
7.56992	0.846158	-5.1769	-3.04449	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	0.0926845	0.0583098	1.42713	0.580756
7.82581	0.822541	-5.16848	-3.06611	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469	0.0911221	0.0614324	1.40234	0.573793
8.07336	0.842771	-4.98691	-3.06226	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	0.0896926	0.0653037	1.37894	0.568107
8.30983	0.856729	-4.9653	-3.06158	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843	0.0885442	0.0704802	1.35671	0.563841
8.58383	0.946977	-5.26361	-3.02376	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	0.0872279	0.0721955	1.33565	0.556668
8.82748	1.00274	-5.23628	-3.00563	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037	0.0860576	0.0732767	1.31547	0.549378
9.11957	1.04451	-5.28713	-2.99841	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	0.0847981	0.0745113	1.29641	0.54255
9.36092	1.07418	-5.24987	-2.99545	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082	0.083578	0.0765625	1.27808	0.536634
9.64206	1.14961	-5.31581	-2.97347	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	0.0825557	0.0775171	1.26081	0.530169
9.92262	1.27358	-5.37034	-2.93115	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	0.0820291	0.0767119	1.24441	0.522973
10.1675	1.36191	-5.13618	-2.90519	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	0.0814481	0.0757075	1.22793	0.516047
10.3885	1.43807	-5.09193	-2.88653	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	0.0805283	0.0747367	1.21209	0.509393
10.6178	1.51601	-4.87705	-2.86728	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	0.0795339	0.0738564	1.19742	0.502989
10.8347	1.54423	-4.82937	-2.8723	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	0.0786098	0.0730257	1.18339	0.497126
11.1047	1.59817	-5.02256	-2.87171	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	0.0776753	0.0723994	1.16923	0.491539
11.3865	1.64504	-5.08283	-2.87521	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	0.0770715	0.0722731	1.15558	0.486656
11.6162	1.7001	-4.98972	-2.87027	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	0.0763444	0.072719	1.14238	0.482666
11.8437	1.76263	-4.96577	-2.86289	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	0.0755421	0.0737133	1.12962	0.47933
12.1033	1.85511	-5.15363	-2.84721	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	0.0749324	0.0744212	1.11751	0.475382
12.3483	1.88435	-5.12658	-2.85904	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	0.0744258	0.0772564	1.10587	0.473439
12.6057	1.9487	-5.23785	-2.85699	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	0.0742657	0.0811238	1.09523	0.472074
12.8091	2.07925	-5.18744	-2.81967	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	0.0736713	0.0832142	1.08455	0.469241
13.0792	2.19253	-5.37323	-2.80119	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	0.0736328	0.0846855	1.07531	0.465595
13.2877	2.33114	-5.32782	-2.7656	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	0.0732287	0.0850812	1.06585	0.461386
13.4614	2.46641	-4.97554	-2.72625	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	0.0725272	0.0848827	1.05555	0.457437
13.7109	2.58258	-5.02446	-2.70986	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	0.0718707	0.0845945	1.04556	0.453478
13.9307	2.69129	-4.99633	-2.69448	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.071215	0.0843944	1.03584	0.44973
14.1597	2.84579	-5.04114	-2.66241	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	0.0705971	0.0837644	1.02639	0.4457
14.412	2.96311	-5.24257	-2.65556	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	0.0702499	0.0831844	1.01771	0.441706
14.6183	3.0332	-5.15424	-2.66096	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	0.0697875	0.0834026	1.0092	0.438284
14.851	3.1929	-5.2812	-2.63396	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	0.0695207	0.0831049	1.00137	0.434529
15.0646	3.38663	-5.31671	-2.59119	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	0.0692657	0.0823984	0.99359	0.431003
15.2745	3.55051	-5.18394	-2.56065	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	0.0690093	0.0817719	0.985467	0.427529
15.49	3.73878	-5.23168	-2.52634	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	0.0688622	0.0816366	0.977537	0.424648
15.7002	3.87134	-5.18961	-2.51645	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	0.0687967	0.0813546	0.969787	0.421503
15.9216	4.01389	-5.19586	-2.50632	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	0.0690666	0.0810219	0.962317	0.418316
16.1173	4.16618	-5.03121	-2.48522	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	0.0692702	0.0807087	0.954785	0.415036
16.3123	4.36249	-5.07826	-2.45166	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	0.0694554	0.0810187	0.947424	0.411999
16.5238	4.52695	-5.15234	-2.4383	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	0.0700107	0.0814255	0.940336	0.409138
16.6997	4.69311	-5.12296	-2.41753	16.6039	4.67344	16.613	4.5849	3.74	3.28438	0.0702888	0.0818897	0.933368	0.406292
16.8554	4.86149	-4.82113	-2.38572	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	0.0701131	0.0823818	0.926683	0.40334
17.0144	5.0914	-4.88895	-2.33993	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	0.0697265	0.084323	0.920239	0.400533
17.1878	5.24824	-4.8693	-2.32843	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	0.069319	0.085722	0.913873	0.397687
17.3414	5.43272	-4.86334	-2.30349	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	0.0688384	0.0872547	0.907685	0.394913
17.5012	5.58539	-4.78733	-2.29275	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	0.0683587	0.0880762	0.901653	0.392199
17.6868	5.71272	-4.73993	-2.29984	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	0.0679249	0.0879418	0.895564	0.390026
17.8365	5.89185	-4.66055	-2.27714	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	0.067469	0.0877199	0.889703	0.388297
18.0052	6.096	-4.72491	-2.25486	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	0.0670499	0.0876627	0.883858	0.386249
18.1595	6.29863	-4.80218	-2.23311	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	0.0666439	0.0877242	0.878053	0.383937
18.2797	6.55112	-4.87533	-2.18577	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	0.066218	0.0887654	0.872425	0.38144
18.4148	6.75823	-4.85728	-2.16087	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	0.0658237	0.0899216	0.866936	0.378988
18.5583	6.89474	-4.75232	-2.16524	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	0.0654238	0.089902	0.861472	0.376967
18.7091	7.10532	-4.89539	-2.15201	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	0.0650144	0.0899408	0.856089	0.374654
18.9044	7.24961	-4.84876	-2.17215	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	0.0650586	0.0894396	0.851091	0.373029
18.9978	7.43289	-4.62041	-2.14197	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	0.0647923	0.0888925	0.845912	0.372997
19.0854	7.71491	-4.74295	-2.08626	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	0.0644038	0.0886682	0.8408	0.371288
19.2087	7.91879	-4.78533	-2.07218	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.0640398	0.0883415	0.835816	0.369504
19.2861	8.14189	-4.77711	-2.03771	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	0.0636875	0.08805	0.83089	0.36765
19.3858	8.3528	-4.83518	-2.02008	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	0.0633544	0.0876884	0.826097	0.365662
19.4801	8.49397	-4.67702	-2.01936	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	0.0630422	0.0872633	0.821444	0.364826
19.5753	8.69306	-4.60885	-2.00074	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.0627244	0.0870165	0.81688	0.364663
19.7334	8.87504	-4.60147	-2.01151	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	0.0625951	0.0872797	0.812837	0.365288
19.8128	9.08482	-4.50959	-1.98446	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	0.0624544	0.0878379	0.808736	0.366843
19.9379	9.328	-4.60786	-1.96981	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	0.062955	0.0882053	0.805084	0.367257
19.992	9.53011	-4.42583	-1.93603	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	0.0632041	0.0890683	0.801127	0.369664
20.0729	9.7864	-4.52815	-1.90607	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	0.063716	0.0895518	0.797336	0.370393
20.1348	10.0413	-4.67685	-1.87653	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	0.0642859	0.0897632	0.793761	0.369499
20.1795	10.3335	-4.80784	-1.83163	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	0.0647283	0.0894533	0.790064	0.367727
20.2002	10.558	-4.65347	-1.78955	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	0.0648212	0.0892463	0.786117	0.366585
20.2538	10.8483	-4.79289	-1.75526	20.371	11.0109	20.1663	10.864	0.722256	4.7934	0.0650946	0.0887995	0.782217	0.364786
20.2805	11.1128	-4.88049	-1.72238	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	0.0652786	0.0883496	0.778342	0.362924
20.315	11.3521	-4.876	-1.69895	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	0.0655595	0.0879052	0.774549	0.361091
20.2703	11.5818	-4.62028	-1.63211	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	0.0652738	0.0874656	0.770693	0.359918
20.3384	11.8239	-4.65372	-1.62489	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	0.0654075	0.0870323	0.766874	0.358597
20.3603	12.0657	-4.83326	-1.61538	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	0.0657158	0.0866053	0.763201	0.356835
20.3411	12.372	-4.98617	-1.57174	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	0.0657683	0.0863947	0.759497	0.355433
20.2965	12.5987	-4.79005	-1.51867	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	0.0655231	0.086099	0.755886	0.353743
20.3222	12.8337	-4.77524	-1.50713	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	0.0655489	0.0857784	0.752279	0.352089
20.3155	13.0547	-4.72	-1.48499	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	0.065691	0.0853966	0.748723	0.350563
20.2824	13.2606	-4.65329	-1.45672	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	0.0657343	0.0850062	0.745218	0.34929
20.2462	13.4927	-4.69554	-1.431	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	0.065722	0.0846341	0.741762	0.347864
