3.80279	5.991
1.79849	5.991
0.706306	5.991
0.250616	5.991
0.459574	5.991
4.35451	5.991
0.202977	5.991
10.1006	5.991
3.65259	5.991
2.13256	5.991
3.11554	5.991
0.22287	5.991
2.01688	5.991
0.721619	5.991
0.218574	5.991
0.498862	5.991
0.621332	5.991
2.73313	5.991
1.06873	5.991
1.08613	5.991
2.2164	5.991
0.238819	5.991
0.690784	5.991
3.18973	5.991
2.59059	5.991
0.928681	5.991
0.730266	5.991
2.26501	5.991
1.07471	5.991
0.593871	5.991
0.183853	5.991
0.467309	5.991
0.506405	5.991
0.998521	5.991
0.147692	5.991
1.11477	5.991
1.08323	5.991
1.09215	5.991
1.20719	5.991
3.60308	5.991
1.98528	5.991
1.29677	5.991
3.02431	5.991
4.01839	5.991
3.4786	5.991
1.26431	5.991
1.24721	5.991
2.27198	5.991
0.00113249	5.991
4.76507	5.991
1.0779	5.991
1.84532	5.991
0.873029	5.991
1.45383	5.991
0.470991	5.991
1.21705	5.991
2.15905	5.991
2.89939	5.991
0.252077	5.991
0.355616	5.991
0.497869	5.991
2.14587	5.991
3.62428	5.991
1.05284	5.991
1.09317	5.991
0.60668	5.991
0.220611	5.991
2.72015	5.991
0.745226	5.991
0.703706	5.991
1.08754	5.991
2.05437	5.991
0.618008	5.991
0.665199	5.991
1.38126	5.991
0.286569	5.991
2.24824	5.991
0.120816	5.991
1.96497	5.991
0.650154	5.991
0.434159	5.991
3.7297	5.991
1.37081	5.991
0.399249	5.991
3.55904	5.991
3.20049	5.991
0.150401	5.991
2.92444	5.991
0.267925	5.991
0.15424	5.991
0.390342	5.991
2.2174	5.991
2.02993	5.991
0.63426	5.991
1.04153	5.991
1.36929	5.991
2.75231	5.991
1.19682	5.991
6.28344	5.991
0.0155967	5.991
0.515087	5.991
2.23422	5.991
1.80183	5.991
0.640154	5.991
1.94818	5.991
0.513835	5.991
0.67974	5.991
4.48541	5.991
0.942088	5.991
3.94708	5.991
0.364279	5.991
0.433425	5.991
4.77265	5.991
2.97841	5.991
1.01572	5.991
2.18072	5.991
0.807341	5.991
3.77683	5.991
0.125839	5.991
0.888083	5.991
0.866307	5.991
0.45399	5.991
2.06805	5.991
0.121326	5.991
2.15157	5.991
0.866923	5.991
2.21492	5.991
2.15035	5.991
0.895956	5.991
0.0208167	5.991
1.22087	5.991
0.504878	5.991
1.14161	5.991
5.43132	5.991
3.67274	5.991
1.5142	5.991
1.46605	5.991
2.16147	5.991
1.61738	5.991
1.20995	5.991
0.300997	5.991
0.712807	5.991
2.01352	5.991
1.6005	5.991
5.15554	5.991
0.509201	5.991
1.15503	5.991
0.252584	5.991
1.97764	5.991
0.0471304	5.991
3.64253	5.991
0.782545	5.991
0.755731	5.991
3.80199	5.991
3.51873	5.991
3.09175	5.991
2.79335	5.991
0.579334	5.991
1.61525	5.991
4.66916	5.991
1.82245	5.991
1.00783	5.991
0.685971	5.991
2.02005	5.991
5.17047	5.991
2.06589	5.991
0.590334	5.991
1.80022	5.991
0.491421	5.991
0.248433	5.991
1.81921	5.991
0.290021	5.991
3.1453	5.991
1.48754	5.991
13.7156	5.991
0.777403	5.991
1.01733	5.991
1.15819	5.991
0.0303898	5.991
1.63154	5.991
6.88548	5.991
2.383	5.991
0.739002	5.991
2.07798	5.991
3.24403	5.991
5.08401	5.991
2.95316	5.991
0.274115	5.991
0.594568	5.991
0.59309	5.991
0.429955	5.991
1.54154	5.991
4.27211	5.991
1.56635	5.991
5.35902	5.991
0.7843	5.991
1.37335	5.991
0.0122525	5.991
0.800321	5.991
2.52409	5.991
1.03104	5.991
2.4337	5.991
0.421018	5.991
0.597483	5.991
0.696505	5.991
0.29593	5.991
1.51883	5.991
0.309793	5.991
3.63712	5.991
2.17127	5.991
0.396478	5.991
1.01564	5.991
1.20973	5.991
0.0730415	5.991
0.0435876	5.991
4.71476	5.991
1.01601	5.991
0.322619	5.991
2.1403	5.991
0.0557134	5.991
4.29095	5.991
3.29955	5.991
1.56102	5.991
0.49051	5.991
0.437341	5.991
6.35913	5.991
0.862162	5.991
2.65734	5.991
0.530807	5.991
0.618294	5.991
1.19512	5.991
1.45321	5.991
2.01051	5.991
0.185159	5.991
2.10102	5.991
7.91866	5.991
0.474441	5.991
4.18757	5.991
1.58807	5.991
2.31946	5.991
0.603367	5.991
2.64989	5.991
1.09405	5.991
2.21192	5.991
0.891477	5.991
1.31184	5.991
3.5865	5.991
7.28176	5.991
0.807157	5.991
