4.7079	7.815
18.4024	7.815
2.26379	7.815
0.565071	7.815
0.80423	7.815
6.27042	7.815
6.86583	7.815
0.546641	7.815
2.00732	7.815
0.199555	7.815
5.45894	7.815
0.802404	7.815
6.37232	7.815
4.32019	7.815
0.822527	7.815
2.12273	7.815
3.8872	7.815
4.18639	7.815
3.70057	7.815
5.63658	7.815
3.17873	7.815
6.08356	7.815
1.30986	7.815
1.30128	7.815
0.157574	7.815
1.53923	7.815
1.45283	7.815
0.235982	7.815
4.80451	7.815
3.54214	7.815
1.86717	7.815
5.23483	7.815
0.102011	7.815
0.7497	7.815
2.01955	7.815
2.24846	7.815
0.677415	7.815
5.43048	7.815
1.13285	7.815
1.82326	7.815
1.84222	7.815
2.43332	7.815
3.51501	7.815
3.09804	7.815
1.11992	7.815
7.03248	7.815
3.38305	7.815
0.711031	7.815
0.522864	7.815
2.09249	7.815
1.31951	7.815
4.10064	7.815
2.89794	7.815
2.13919	7.815
3.47223	7.815
2.19106	7.815
3.69719	7.815
7.09109	7.815
5.55997	7.815
4.17203	7.815
1.49102	7.815
0.700111	7.815
1.40574	7.815
0.49423	7.815
0.466364	7.815
0.56983	7.815
6.60942	7.815
2.67505	7.815
0.342676	7.815
0.1305	7.815
2.3023	7.815
1.06381	7.815
1.70707	7.815
0.129041	7.815
1.1216	7.815
1.26392	7.815
1.90119	7.815
0.204018	7.815
0.258155	7.815
4.02196	7.815
3.00717	7.815
1.6275	7.815
0.583305	7.815
4.77533	7.815
5.28608	7.815
2.89998	7.815
8.02648	7.815
4.22561	7.815
2.57308	7.815
3.33542	7.815
1.34763	7.815
6.84323	7.815
0.907849	7.815
1.33609	7.815
2.209	7.815
0.55649	7.815
2.2554	7.815
0.241567	7.815
0.697255	7.815
3.95657	7.815
10.2143	7.815
0.104722	7.815
2.22708	7.815
0.103481	7.815
3.32317	7.815
4.80107	7.815
1.53313	7.815
0.957661	7.815
1.84066	7.815
1.51181	7.815
3.05045	7.815
4.30729	7.815
1.70263	7.815
0.656547	7.815
1.85229	7.815
3.89226	7.815
0.46046	7.815
0.838999	7.815
2.87252	7.815
10.1396	7.815
2.69137	7.815
3.14749	7.815
2.38664	7.815
1.6389	7.815
3.30765	7.815
2.17341	7.815
4.65286	7.815
1.30429	7.815
0.248709	7.815
4.62625	7.815
2.04374	7.815
1.53144	7.815
0.729826	7.815
5.87171	7.815
3.6267	7.815
3.87022	7.815
2.40887	7.815
3.29204	7.815
0.707847	7.815
4.40437	7.815
7.0583	7.815
7.37612	7.815
1.23624	7.815
2.69365	7.815
4.28238	7.815
2.03719	7.815
6.50312	7.815
0.822414	7.815
4.89891	7.815
1.26466	7.815
0.610067	7.815
1.75409	7.815
1.91204	7.815
0.868524	7.815
4.77896	7.815
5.69753	7.815
1.05633	7.815
0.0521317	7.815
1.7734	7.815
0.856061	7.815
1.66421	7.815
5.52189	7.815
1.32428	7.815
1.76789	7.815
6.97504	7.815
5.74237	7.815
4.57855	7.815
3.17554	7.815
0.586187	7.815
3.03176	7.815
1.30102	7.815
0.411722	7.815
4.68225	7.815
3.8033	7.815
5.59869	7.815
3.49088	7.815
2.91613	7.815
0.695279	7.815
1.97154	7.815
0.801194	7.815
2.81349	7.815
0.0961674	7.815
5.30431	7.815
2.02081	7.815
3.55435	7.815
5.41259	7.815
2.24713	7.815
0.257935	7.815
1.03191	7.815
1.418	7.815
3.77442	7.815
4.15578	7.815
2.39422	7.815
5.37259	7.815
0.803383	7.815
2.90793	7.815
2.4944	7.815
1.77617	7.815
0.316425	7.815
3.49599	7.815
1.12462	7.815
2.8701	7.815
0.764831	7.815
2.28433	7.815
7.09978	7.815
3.71508	7.815
11.6556	7.815
2.05484	7.815
0.920836	7.815
0.843212	7.815
4.05037	7.815
1.70167	7.815
4.87813	7.815
3.05699	7.815
4.57055	7.815
1.60967	7.815
4.48976	7.815
2.6327	7.815
6.66368	7.815
2.40607	7.815
0.612869	7.815
0.589764	7.815
1.20616	7.815
2.32943	7.815
1.96764	7.815
1.2767	7.815
2.58498	7.815
6.58701	7.815
4.17534	7.815
3.87576	7.815
1.72702	7.815
1.35096	7.815
4.61674	7.815
3.31395	7.815
1.7948	7.815
4.41593	7.815
0.862043	7.815
1.51226	7.815
2.02944	7.815
7.47692	7.815
0.94381	7.815
9.61435	7.815
1.36599	7.815
2.02731	7.815
1.07198	7.815
2.08872	7.815
4.2011	7.815
2.03107	7.815
